relation	sentence
Cause-Effect(e2,e1)	<e1>موفقیت </e1>آنها ناشی از <e2>توانایی </e2>آنها برای پاسخگویی سریع به افزایش رو به رشد تقاضای مشتریان در سطح متوسط است ​​-- تقاضاهایی که * همیشه * بر سهولت پیاده سازی و بکارگیری/ مدیریت تمرکز می کنند .
Component-Whole(e2,e1)	<e1>میدان </e1>مغناطیسی از <e2>فوتون </e2>ساخته شده است .
Entity-Destination(e1,e2)	<e1>منابع </e1>ضروری برای <e2>خانواده‌های </e2>آسیب دیده در یمن تحویل داده می شود .
Other	مفاهیم <e1>روانکاوی </e1>به روش‌های مختلف در <e2>فیلم‌ها </e2>اعمال شده است .
Cause-Effect(e2,e1)	بنابراین برآوردهای علمی پیشین در میزان <e1>تخریب </e1>ناشی از <e2>شهاب سنگ </e2>اغراق کرده اند ، چرا که عوامل توپوگرافی و زیست محیطی که به این نتیجه منجر می شدند ، مورد توجه قرار نگرفتند .
Entity-Origin(e1,e2)	<e1>لیست </e1>چکیده‌ای از <e2>گفتگوها </e2>و سخنرانیها در کنفرانس تحلیلگر EMEA آی بی ام ، آنالیز اینسایتز 07 است .
Other	مرکز کنفرانس دارای حداقل یک <e1>اتاق </e1>کنفرانس اختصاصی است که حداقل 1000 <e2>فوت مربع </e2>است .
Message-Topic(e2,e1)	<e1>سقوط ناگهانی حکومت </e1>روزها موضوع <e2>گفتگو </e2>بود .
Component-Whole(e2,e1)	تاشکی ، در سالن ملاقات ، در حال عکاسی بود که ناگهان گلوله‌ای به <e2>استخوان </e2><e1>فک </e1>او اصابت کرد .
Cause-Effect(e2,e1)	بازی بسیار اصیل و ملموس او ارتباط برقرار میکند با رؤسای سطح بالای جامعه تا قشر کوچه بازار , تماشاچیانش را از <e2>خنده </e2><e1>دل درد </e1>می‌کند .
Member-Collection(e2,e1)	سث تمایل دارد تا عواطف خود را نسبت به <e1>گروه </e1><e2>تمساح </e2>هایش که در یک مرداب کوچک در جزیره ساحلی زندگی می کنند ، نشان دهد .
Entity-Destination(e1,e2)	این <e1>کتاب </e1>در چند روز گذشته در هر <e2>فروشگاه </e2>قرار داده شده است .
Component-Whole(e2,e1)	یک <e1>خوک </e1>طبیعی <e2>سری </e2>بزرگ با پوزه‌ای طولانی دارد که توسط یک استخوان پرنازال خاص و یک صفحه غضروف در نوک آن تقویت شده است .
Other	یکی از چالش‌های فوری این روش این بود که فقط تعداد <e1>انگشت شماری </e1>از <e2>تصاویر </e2>در یک صفحهی کامپیوتری در یک زمان قابل مشاهده بود .
Entity-Destination(e1,e2)	هر <e1>متغیر </e1>مستقل دائما حول <e2>محور </e2>خود حرکت می کند .
Entity-Origin(e2,e1)	امروزه 75 درصد از این <e1>شهرستان </e1>به شدت تحت کشت <e2>ذرت </e2>، سویا ، جو ، و یونجه با تأکید بر تولید لبنیات است .
Message-Topic(e1,e2)	این یک <e1>درام </e1>جنایی در سال 1956 است که <e2>واکنش </e2>والدین ، پلیس و مردم را به یک آدم ربایی بررسی می کند .
Member-Collection(e2,e1)	در فصل پاییز ، یک <e1>گروه </e1>از <e2>لک لک‌ها ، </e2>ماهیخوارها ، یا قوها ، مانند یک هرم صعودی ، به آسمان صعود می کنند تا از منطقه سرد به منطقه گرم مهاجران کنند .
Other	یک <e1>واسطه </e1>به <e2>احزاب </e2>در پیدا کردن پاسخ‌های خود برای مشکلات پیش از آنها با تشویق ارتباطات سازنده ، حفظ تمرکز طرفین به گزینه‌های حل و فصل ، ارائه اطلاعات و پیشنهادات در صورت نیاز ، و ایجاد اساس بهبود روابط بین طرفین کمک می کند .
Member-Collection(e2,e1)	اغلب من تماشاگران یک <e1>گروه </e1><e2>راغ کبود </e2>را برای مبارزه با کلاغ‌ها تماشا می کنم .
Entity-Destination(e1,e2)	تغییر دهندگان آب و هوا ، <e1>آهن </e1>را به <e2>اقیانوس </e2>ریختند .
Content-Container(e1,e2)	<e1>آگار </e1>در یک <e2>لوله پلی اتیلن </e2>با قطر داخلی ۳ میلیمتر و برآمدگی حدود ۱ میلیمتر بود .
Component-Whole(e1,e2)	شاخه‌ها <e1>سقف </e1>این <e2>خانه </e2>را خراب می کنند .
Message-Topic(e1,e2)	این <e1>بخش </e1>تجربی ، <e2>استفاده </e2>از گیاهان دارویی بومی توسط فرهنگ شهری مدرن را بررسی کرد .
Entity-Destination(e1,e2)	اخیرا حجم عظیمی از <e1>ماهی‌های </e1>تجاری و حلزون‌ها به <e2>آب‌های </e2>سردتر مهاجرت کرده اند
Cause-Effect(e2,e1)	اختلالاتی که پس از DTaP اتفاق می افتند معمولا به طور مستقیم از طریق واکسن ایجاد نمی شوند ، بلکه <e1>تب </e1>، که به نوبه خود توسط <e2>واکسن </e2>بروز می کند ، موجب بروز آنها می شود .
Product-Producer(e2,e1)	پلیس٬ توطئه قتل برای کشتن <e1>هنرمندی </e1>که <e2>کارتون </e2>حضرت محمد را که منجر به خشم در جهان اسلام شد را به تصویر کشید٬ خنثی کرد .
Entity-Origin(e1,e2)	زمانیکه <e1>قطار </e1><e2>ایستگاه </e2>را ترک کرد ، باران خنک بهاری به پنجره‌ها خورد .
Entity-Origin(e2,e1)	<e2>کیک </e2><e1>شکلاتی </e1>آلمانی یکی از کیکهای مورد علاقه همیشگی من است و با این دستورالعملهای گام به گام شما واقعا نمی توانید اشتباه عمل کنید .
Entity-Destination(e1,e2)	<e1>فنجان </e1>پلاستیکی سفید داخل یک <e2>فنجان </e2>بزرگ قرار داده شده بود و مورچه‌های قناا فرموسان وارد <e2>فنجان </e2>بزرگ شدند .
Other	او در سال 1983 ، برنامهی اماموس ، <e1>انجمن </e1>سالانه <e2>روحانیون </e2>اسقف را برای آموزش مداوم و شکل گیری معنوی آنها تاسیس کرد .
Entity-Destination(e1,e2)	<e1>تلاش </e1>زیادی برای <e2>تحقیق </e2>درباره پدیده فروپاشی ولتاژ صورت گرفته است .
Entity-Destination(e1,e2)	شرکت در تلاشی مایوسانه به این <e2>پروژه </e2><e1>پول </e1>داد .
Message-Topic(e1,e2)	<e1>افسانه محلی </e1>در مورد یک <e2>مقبره </e2>که محل آرامش نهایی پادشاه رابرت بروس نیز هست ، بود که به ارتباطات اشرافی ارل ، اضافه می کرد .
Cause-Effect(e1,e2)	<e1>دود سیگار </e1>یکی از علل اصلی <e2>نارسایی کلیه </e2>است .
Cause-Effect(e2,e1)	<e1>شیوع </e1>ادامه‌دار در نیجریه در حال حاضر بزرگترین علت آن <e2>واکسن </e2>است .
Entity-Destination(e1,e2)	کاربر یک <e1>آگهی </e1>را به <e2>پادکست </e2>اضافه کرد .
Message-Topic(e1,e2)	<e1>قرارداد </e1>اتحادیه ، <e2>دستمزد </e2>و ساعات را کنترل می کند و برای مدت سه سال اجرا می شود .
Entity-Destination(e1,e2)	سازندگان خودرو <e1>تولید </e1>خود را برای استفاده از کارگرهای ارزان قیمت به <e2>کشور </e2>دیگری منتقل کردند .
Product-Producer(e1,e2)	کلئو کلارک نه ساله در دوشنبه گذشته به یک <e2>گروه </e2><e1>باله </e1>پیوست .
Cause-Effect(e2,e1)	به لحاظ اقتصادی ، <e1>فاجعه </e1>زیست محیطی ناشی از <e2>نشت </e2>نفت پرستیژ با آنچه که توسط اکسون والدز ایجاد شده ، قابل مقایسه است .
Other	<e1>فلاکت </e1>از طریق <e2>استعاره </e2>نقل می شود .
Message-Topic(e1,e2)	این <e1>انجمن </e1>مخصوصا در زمینه <e2>آتش نشانی ، </e2>EMS و بحث‌های نجات تخصص دارد .
Instrument-Agency(e2,e1)	در سیم بافی ، <e1>هنرمند </e1>با استفاده از اندازه‌های مختلف <e2>سیم </e2>شکل هایی را می سازد .
Instrument-Agency(e1,e2)	یک <e2>فرآیند </e2><e1>دیفیوژن </e1>شیرین سازی آب ، با استفاده از تبخیر آب بر اثر رطوبت کم در هوا ایجاد می شود .
Content-Container(e2,e1)	تحقيق پلیس در کشف یک سر قطع شده در ساحل بریتانیا ، یک <e1>چمدان </e1>پر از <e2>قطعات بدن </e2>را در بندري در همين حوالي پیدا کرده است .
Entity-Destination(e1,e2)	<e1>پسر </e1>به طور تصادفی به <e2>حمام </e2>دختر وارد شد .
Entity-Origin(e1,e2)	<e1>شبیه‌سازی </e1>دوم از <e2>ساختار </e2>غیرپیچیده ایکس‌ری پس از وارد کردن لیگاند در محل اتصال آغاز شد .
Component-Whole(e1,e2)	یکشنبه <e1>شب ، </e1>بهترین بخش این <e2>آخر هفته </e2>بود .
Entity-Destination(e1,e2)	<e1>ساکنان </e1>جدید به <e2>خانه‌های </e2>جدید خود منتقل شده اند .
Cause-Effect(e1,e2)	<e1>ذرات </e1>، دوده و خاک کوچک باعث ایجاد اصطکاک و <e2>خراش‌های </e2>میکروسکوپیک می شوند که در طول زمان عملکرد دستگاه را از بین می برند .
Other	یک استخر با یک <e1>ساحل </e1>شنی در داخل <e2>غار </e2>واقع شده است .
Member-Collection(e2,e1)	دنبالهی شمالی باغ وحش مینه سوتا خانهی <e1>دسته‌ای </e1>از <e2>سگ‌های </e2>دم مشکی چمن زاری است .
Entity-Origin(e1,e2)	<e1>کراوات </e1>از <e2>کمد لباس </e2>مردان دور می شود .
Component-Whole(e1,e2)	<e1>پین‌های </e1>این <e2>سوکت </e2>به ضخامت پین‌های IC هستند .
Component-Whole(e1,e2)	من دستم را روی <e1>دسته </e1><e2>شمشیر </e2>قرار داده بودم و منتظر علامت شما برای کشتن او بودم .
Product-Producer(e1,e2)	شروع یک <e2>شرکت </e2>مواد <e1>غذایی </e1>و نوشیدنی از ابتدا نیاز به برنامه ریزی و پژوهش زیادی دارد .
Member-Collection(e1,e2)	پیشگیری از عفونت ویروسی CAE در اداره <e2>گله </e2><e1>بز </e1>مهم است بدلیل اینکه هیچ درمانی برای نابودی ویروس CAE ، یا واکسنی برای جلوگیری از این بیماری وجود ندارد .
Other	<e1>انتخابی </e1>شما را با تعداد بیشتر یا کمتری از تعداد ثابت صفحات در هر موقعیت داده شده در <e2>کتاب </e2>, به پیش میبرد .
Entity-Origin(e1,e2)	پس از آن ، به سوی یک بار برای یک لیوان مدرونو - <e1>مشروب </e1>ملی ساخته شده از یک <e2>میوه </e2>سرخ رنگ آبدار در پرتغال قدم بزنید .
Component-Whole(e1,e2)	بعضی از میخ‌ها سخت تر از بقیه از <e1>زیره </e1><e2>کفش </e2>در می آیند .
Component-Whole(e2,e1)	تریلر <e1>ترکیبی </e1>از کمدی فیلم و <e2>عناصر </e2>ترسناک است ، در حالیکه پتانسیل را به مگان فاکس می‌دهد که به طور کامل برهنه باشد .
Content-Container(e1,e2)	بنابراین اغلب <e1>محصولات </e1>در یک <e2>سبد </e2>هدیه فوق العاده به نظر می رسند ، تا زمانی که شما در واقع آنها را از سبد حذف کنید .
Product-Producer(e1,e2)	سومین <e1>رمان </e1><e2>نویسنده </e2>مشهور ترکیه ، زندگی یک مسیحی جوان ای تالیایی را که در قرن 17 میلادی در دریای ترکیه گروگان گرفته شده را بازگو می کند .
